[Info] , 18-07-2021 - 12:28:00 , EGG POWDER PLANT build successfully , username:mom , 
[Info] , 18-07-2021 - 12:34:45 , POWDER stored successfully , username:mom , 
[Info] , 18-07-2021 - 12:34:45 , EGG stored successfully , username:mom , 
[Info] , 18-07-2021 - 12:34:46 , LION stored successfully , username:mom , 
[Info] , 18-07-2021 - 12:34:47 , plant successfully , username:mom , 
[Info] , 18-07-2021 - 12:34:47 , new EGG created , username:mom , 
[Info] , 18-07-2021 - 12:34:48 , plant successfully , username:mom , 
[Info] , 18-07-2021 - 12:34:49 , plant successfully , username:mom , 
[Error] , 18-07-2021 - 12:34:49 , plant Unsuccessfully! well is empty , username:mom , 
[Info] , 18-07-2021 - 12:34:49 , EGG stored successfully , username:mom , 
[Info] , 18-07-2021 - 12:34:49 , HEN ate grass , username:mom , 
[Info] , 18-07-2021 - 12:34:50 , well successfuly , username:mom , 
[Info] , 18-07-2021 - 12:34:51 , new EGG created , username:mom , 
[Info] , 18-07-2021 - 12:34:52 , EGG stored successfully , username:mom , 
[Info] , 18-07-2021 - 12:34:55 , new EGG created , username:mom , 
[Info] , 18-07-2021 - 12:34:55 , well is ready  , username:mom , 
[Info] , 18-07-2021 - 12:34:57 , EGG stored successfully , username:mom , 
[Info] , 18-07-2021 - 12:34:57 , plant successfully , username:mom , 
[Info] , 18-07-2021 - 12:34:59 , HEN ate grass , username:mom , 
[Info] , 18-07-2021 - 12:34:59 , new EGG created , username:mom , 
[Info] , 18-07-2021 - 12:35:00 , EGG stored successfully , username:mom , 
[Info] , 18-07-2021 - 12:35:01 , plant successfully , username:mom , 
[Info] , 18-07-2021 - 12:35:03 , new EGG created , username:mom , 
[Info] , 18-07-2021 - 12:35:04 , plant successfully , username:mom , 
[Error] , 18-07-2021 - 12:35:05 , EGG does not store! capacity is not enough , username:mom , 
[Error] , 18-07-2021 - 12:35:06 , EGG does not store! capacity is not enough , username:mom , 
[Info] , 18-07-2021 - 12:35:08 , 1 Lion added to truck , username:mom , 
[Info] , 18-07-2021 - 12:35:15 , EGG stored successfully , username:mom , 
[Info] , 18-07-2021 - 12:35:16 , new EGG created , username:mom , 
[Info] , 18-07-2021 - 12:35:19 , TURKEY buy successfuly , username:mom , 
[Info] , 18-07-2021 - 12:35:19 , TURKEY buy successfuly , username:mom , 
[Info] , 18-07-2021 - 12:35:19 , level complete successfully , username:mom , 
[Info] , 18-07-2021 - 12:35:19 , game end in 29 Sec , username:mom , 
[Info] , 18-07-2021 - 12:35:19 , you win 200 prize , username:mom , 
[Info] , 18-07-2021 - 12:38:14 , EGG POWDER PLANT build successfully , username:mom , 
[Error] , 18-07-2021 - 12:38:14 , EGG is not enough to work EGG POWDER PLANT , username:mom , 
[Info] , 18-07-2021 - 12:38:15 , HEN buy successfuly , username:mom , 
[Info] , 18-07-2021 - 12:38:16 , TIGER created , username:mom , 
[Info] , 18-07-2021 - 12:38:17 , TIGER caged successfuly , username:mom , 
[Info] , 18-07-2021 - 12:38:17 , TIGER caged successfuly , username:mom , 
[Info] , 18-07-2021 - 12:38:17 , TIGER caged successfuly , username:mom , 
[Info] , 18-07-2021 - 12:38:18 , TIGER caged successfuly , username:mom , 
[Info] , 18-07-2021 - 12:38:18 , TIGER stored successfully , username:mom , 
[Info] , 18-07-2021 - 12:38:18 , new EGG created , username:mom , 
[Info] , 18-07-2021 - 12:38:19 , plant successfully , username:mom , 
[Info] , 18-07-2021 - 12:38:19 , plant successfully , username:mom , 
[Info] , 18-07-2021 - 12:38:20 , EGG stored successfully , username:mom , 
[Info] , 18-07-2021 - 12:38:21 , EGG_POWDER_PLANT start work with 1 EGG , username:mom , 
[Info] , 18-07-2021 - 12:38:22 , new EGG created , username:mom , 
[Info] , 18-07-2021 - 12:38:23 , plant successfully , username:mom , 
[Info] , 18-07-2021 - 12:38:23 , EGG stored successfully , username:mom , 
[Info] , 18-07-2021 - 12:38:24 , HEN ate grass , username:mom , 
[Info] , 18-07-2021 - 12:38:25 , plant successfully , username:mom , 
[Info] , 18-07-2021 - 12:38:26 , new EGG created , username:mom , 
[Info] , 18-07-2021 - 12:38:28 , plant successfully , username:mom , 
[Info] , 18-07-2021 - 12:38:28 , EGG_POWDER_PLANT produce POWDER , username:mom , 
[Info] , 18-07-2021 - 12:38:28 , EGG stored successfully , username:mom , 
[Info] , 18-07-2021 - 12:38:29 , POWDER stored successfully , username:mom , 
[Info] , 18-07-2021 - 12:38:30 , new EGG created , username:mom , 
[Info] , 18-07-2021 - 12:38:31 , EGG POWDER PLANT upgrade successfully , username:mom , 
[Info] , 18-07-2021 - 12:38:32 , EGG stored successfully , username:mom , 
[Info] , 18-07-2021 - 12:38:32 , EGG_POWDER_PLANT start work with 2 EGG , username:mom , 
[Error] , 18-07-2021 - 12:38:34 , plant Unsuccessfully! well is empty , username:mom , 
[Info] , 18-07-2021 - 12:38:34 , new EGG created , username:mom , 
[Info] , 18-07-2021 - 12:38:37 , EGG stored successfully , username:mom , 
[Info] , 18-07-2021 - 12:38:38 , HEN ate grass , username:mom , 
[Info] , 18-07-2021 - 12:38:38 , new EGG created , username:mom , 
[Info] , 18-07-2021 - 12:38:38 , EGG_POWDER_PLANT produce POWDER , username:mom , 
[Info] , 18-07-2021 - 12:38:38 , EGG_POWDER_PLANT produce POWDER , level = 2 , username:mom , 
[Info] , 18-07-2021 - 12:38:40 , POWDER stored successfully , username:mom , 
[Info] , 18-07-2021 - 12:38:41 , POWDER stored successfully , username:mom , 
[Info] , 18-07-2021 - 12:38:42 , EGG stored successfully , username:mom , 
[Info] , 18-07-2021 - 12:38:42 , LION created , username:mom , 
[Info] , 18-07-2021 - 12:38:42 , new EGG created , username:mom , 
[Info] , 18-07-2021 - 12:38:44 , EGG stored successfully , username:mom , 
[Info] , 18-07-2021 - 12:39:44 , plant successfully , username:mom , 
[Info] , 18-07-2021 - 12:39:44 , plant successfully , username:mom , 
[Info] , 18-07-2021 - 12:39:45 , HEN buy successfuly , username:mom , 
[Info] , 18-07-2021 - 12:39:47 , TIGER created , username:mom , 
[Info] , 18-07-2021 - 12:39:48 , TIGER caged successfuly , username:mom , 
[Info] , 18-07-2021 - 12:39:48 , TIGER caged successfuly , username:mom , 
[Info] , 18-07-2021 - 12:39:49 , new EGG created , username:mom , 
[Info] , 18-07-2021 - 12:39:49 , plant successfully , username:mom , 
[Info] , 18-07-2021 - 12:39:49 , TIGER caged successfuly , username:mom , 
[Info] , 18-07-2021 - 12:39:50 , TIGER caged successfuly , username:mom , 
[Info] , 18-07-2021 - 12:39:50 , EGG stored successfully , username:mom , 
[Info] , 18-07-2021 - 12:39:51 , plant successfully , username:mom , 
[Info] , 18-07-2021 - 12:39:51 , EGG POWDER PLANT build successfully , username:mom , 
[Info] , 18-07-2021 - 12:39:52 , EGG_POWDER_PLANT start work with 1 EGG , username:mom , 
[Info] , 18-07-2021 - 12:39:53 , TIGER stored successfully , username:mom , 
[Info] , 18-07-2021 - 12:39:53 , new EGG created , username:mom , 
[Info] , 18-07-2021 - 12:39:53 , EGG stored successfully , username:mom , 
[Info] , 18-07-2021 - 12:39:55 , plant successfully , username:mom , 
[Error] , 18-07-2021 - 12:39:55 , plant Unsuccessfully! well is empty , username:mom , 
[Info] , 18-07-2021 - 12:39:56 , HEN buy successfuly , username:mom , 
[Info] , 18-07-2021 - 12:39:57 , new EGG created , username:mom , 
[Info] , 18-07-2021 - 12:39:57 , well successfuly , username:mom , 
[Info] , 18-07-2021 - 12:39:58 , EGG stored successfully , username:mom , 
[Info] , 18-07-2021 - 12:39:59 , HEN ate grass , username:mom , 
[Info] , 18-07-2021 - 12:39:59 , new EGG created , username:mom , 
[Info] , 18-07-2021 - 12:39:59 , EGG_POWDER_PLANT produce POWDER , username:mom , 
[Error] , 18-07-2021 - 12:39:59 , plant Unsuccessfully! well is empty , username:mom , 
[Info] , 18-07-2021 - 12:40:00 , EGG stored successfully , username:mom , 
[Info] , 18-07-2021 - 12:40:01 , new EGG created , username:mom , 
[Info] , 18-07-2021 - 12:40:01 , POWDER stored successfully , username:mom , 
[Info] , 18-07-2021 - 12:40:01 , EGG POWDER PLANT upgrade successfully , username:mom , 
[Info] , 18-07-2021 - 12:40:02 , EGG_POWDER_PLANT start work with 2 EGG , username:mom , 
[Info] , 18-07-2021 - 12:40:03 , new EGG created , username:mom , 
[Info] , 18-07-2021 - 12:40:03 , well is ready  , username:mom , 
[Info] , 18-07-2021 - 12:40:03 , EGG stored successfully , username:mom , 
[Info] , 18-07-2021 - 12:40:05 , new EGG created , username:mom , 
[Info] , 18-07-2021 - 12:40:05 , EGG stored successfully , username:mom , 
[Info] , 18-07-2021 - 12:40:06 , EGG stored successfully , username:mom , 
[Info] , 18-07-2021 - 12:40:07 , HEN ate grass , username:mom , 
[Info] , 18-07-2021 - 12:40:07 , new EGG created , username:mom , 
[Info] , 18-07-2021 - 12:40:09 , new EGG created , username:mom , 
[Info] , 18-07-2021 - 12:40:09 , EGG_POWDER_PLANT produce POWDER , username:mom , 
[Info] , 18-07-2021 - 12:40:09 , EGG_POWDER_PLANT produce POWDER , level = 2 , username:mom , 
[Info] , 18-07-2021 - 12:40:10 , POWDER stored successfully , username:mom , 
[Info] , 18-07-2021 - 12:40:10 , EGG stored successfully , username:mom , 
[Info] , 18-07-2021 - 12:40:10 , POWDER stored successfully , username:mom , 
[Info] , 18-07-2021 - 12:40:11 , new EGG created , username:mom , 
[Info] , 18-07-2021 - 12:40:11 , EGG stored successfully , username:mom , 
[Info] , 18-07-2021 - 12:40:11 , EGG stored successfully , username:mom , 
[Info] , 18-07-2021 - 12:40:12 , plant successfully , username:mom , 
[Info] , 18-07-2021 - 12:40:12 , plant successfully , username:mom , 
[Info] , 18-07-2021 - 12:40:13 , LION created , username:mom , 
[Info] , 18-07-2021 - 12:40:13 , new EGG created , username:mom , 
[Info] , 18-07-2021 - 12:40:14 , EGG stored successfully , username:mom , 
[Info] , 18-07-2021 - 12:40:15 , new EGG created , username:mom , 
[Info] , 18-07-2021 - 12:40:16 , EGG stored successfully , username:mom , 
[Info] , 18-07-2021 - 12:40:17 , HEN ate grass , username:mom , 
[Info] , 18-07-2021 - 12:40:17 , new EGG created , username:mom , 
[Info] , 18-07-2021 - 12:40:17 , LION caged successfuly , username:mom , 
[Info] , 18-07-2021 - 12:40:17 , LION caged successfuly , username:mom , 
[Info] , 18-07-2021 - 12:40:18 , LION caged successfuly , username:mom , 
[Error] , 18-07-2021 - 12:40:19 , EGG does not store! capacity is not enough , username:mom , 
[Info] , 18-07-2021 - 12:40:19 , new EGG created , username:mom , 
[Info] , 18-07-2021 - 12:40:19 , HEN died from hungry , username:mom , 
[Error] , 18-07-2021 - 12:40:19 , LION does not store! capacity is not enough , username:mom , 
[Error] , 18-07-2021 - 12:40:19 , EGG does not store! capacity is not enough , username:mom , 
[Error] , 18-07-2021 - 12:40:20 , EGG does not store! capacity is not enough , username:mom , 
[Error] , 18-07-2021 - 12:40:20 , EGG does not store! capacity is not enough , username:mom , 
[Info] , 18-07-2021 - 12:40:24 , 1 Tiger added to truck , username:mom , 
[Info] , 18-07-2021 - 12:40:26 , EGG stored successfully , username:mom , 
[Info] , 18-07-2021 - 12:40:26 , EGG stored successfully , username:mom , 
[Info] , 18-07-2021 - 12:40:26 , plant successfully , username:mom , 
[Error] , 18-07-2021 - 12:40:27 , LION does not store! capacity is not enough , username:mom , 
[Error] , 18-07-2021 - 12:40:31 , capacity of truck is not enough  , username:mom , 
[Error] , 18-07-2021 - 12:40:31 , capacity of truck is not enough  , username:mom , 
[Error] , 18-07-2021 - 12:40:32 , capacity of truck is not enough  , username:mom , 
[Error] , 18-07-2021 - 12:40:36 , LION does not store! capacity is not enough , username:mom , 
[Info] , 18-07-2021 - 12:40:36 , new EGG created , username:mom , 
[Error] , 18-07-2021 - 12:40:37 , LION does not store! capacity is not enough , username:mom , 
[Info] , 18-07-2021 - 12:40:38 , EGG stored successfully , username:mom , 
[Info] , 18-07-2021 - 12:40:38 , EGG_POWDER_PLANT start work with 2 EGG , username:mom , 
[Info] , 18-07-2021 - 12:40:40 , new EGG created , username:mom , 
[Info] , 18-07-2021 - 12:40:40 , caged LION escaped with passing time , username:mom , 
[Info] , 18-07-2021 - 12:40:43 , HEN ate grass , username:mom , 
[Info] , 18-07-2021 - 12:40:44 , EGG stored successfully , username:mom , 
[Info] , 18-07-2021 - 12:40:45 , new EGG created , username:mom , 
[Info] , 18-07-2021 - 12:40:45 , plant successfully , username:mom , 
[Info] , 18-07-2021 - 12:40:46 , plant successfully , username:mom , 
[Info] , 18-07-2021 - 12:40:47 , EGG stored successfully , username:mom , 
[Info] , 18-07-2021 - 12:40:47 , EGG_POWDER_PLANT produce POWDER , username:mom , 
[Info] , 18-07-2021 - 12:40:47 , EGG_POWDER_PLANT produce POWDER , level = 2 , username:mom , 
[Info] , 18-07-2021 - 12:40:47 , well successfuly , username:mom , 
[Info] , 18-07-2021 - 12:40:48 , POWDER stored successfully , username:mom , 
[Info] , 18-07-2021 - 12:40:49 , POWDER stored successfully , username:mom , 
[Info] , 18-07-2021 - 12:40:49 , new EGG created , username:mom , 
[Info] , 18-07-2021 - 12:40:52 , EGG_POWDER_PLANT start work with 2 EGG , username:mom , 
[Info] , 18-07-2021 - 12:40:57 , EGG stored successfully , username:mom , 
[Error] , 18-07-2021 - 12:40:57 , plant Unsuccessfully! well is empty , username:mom , 
[Error] , 18-07-2021 - 12:40:59 , plant Unsuccessfully! well is empty , username:mom , 
[Info] , 18-07-2021 - 12:41:00 , new EGG created , username:mom , 
[Info] , 18-07-2021 - 12:41:00 , well is ready  , username:mom , 
[Info] , 18-07-2021 - 12:41:01 , plant successfully , username:mom , 
[Info] , 18-07-2021 - 12:41:02 , EGG stored successfully , username:mom , 
[Info] , 18-07-2021 - 12:41:02 , truck comed back! it is ready , username:mom , 
[Info] , 18-07-2021 - 12:41:03 , plant successfully , username:mom , 
[Info] , 18-07-2021 - 12:41:04 , plant successfully , username:mom , 
[Info] , 18-07-2021 - 12:41:04 , HEN ate grass , username:mom , 
[Info] , 18-07-2021 - 12:41:04 , new EGG created , username:mom , 
[Info] , 18-07-2021 - 12:41:04 , EGG_POWDER_PLANT produce POWDER , username:mom , 
[Info] , 18-07-2021 - 12:41:04 , EGG_POWDER_PLANT produce POWDER , level = 2 , username:mom , 
[Info] , 18-07-2021 - 12:41:05 , EGG_POWDER_PLANT start work with 2 EGG , username:mom , 
[Info] , 18-07-2021 - 12:41:05 , POWDER stored successfully , username:mom , 
[Info] , 18-07-2021 - 12:41:06 , EGG stored successfully , username:mom , 
[Info] , 18-07-2021 - 12:41:06 , POWDER stored successfully , username:mom , 
[Info] , 18-07-2021 - 12:41:08 , new EGG created , username:mom , 
[Info] , 18-07-2021 - 13:39:06 , TIGER created , username:mom , 
[Info] , 18-07-2021 - 13:39:07 , TURKEY buy successfuly , username:mom , 
[Info] , 18-07-2021 - 13:39:07 , TURKEY buy successfuly , username:mom , 
[Info] , 18-07-2021 - 13:39:08 , plant successfully , username:mom , 
[Info] , 18-07-2021 - 13:39:08 , TIGER caged successfuly , username:mom , 
[Info] , 18-07-2021 - 13:39:08 , TIGER caged successfuly , username:mom , 
[Info] , 18-07-2021 - 13:39:09 , TIGER caged successfuly , username:mom , 
[Info] , 18-07-2021 - 13:39:09 , TIGER caged successfuly , username:mom , 
[Info] , 18-07-2021 - 13:39:10 , plant successfully , username:mom , 
[Info] , 18-07-2021 - 13:39:10 , plant successfully , username:mom , 
[Info] , 18-07-2021 - 13:39:15 , TIGER stored successfully , username:mom , 
[Info] , 18-07-2021 - 13:41:08 , TURKEY buy successfuly , username:mom , 
[Info] , 18-07-2021 - 13:41:08 , TURKEY buy successfuly , username:mom , 
[Info] , 18-07-2021 - 13:41:10 , TIGER created , username:mom , 
[Info] , 18-07-2021 - 13:41:14 , TIGER caged successfuly , username:mom , 
[Info] , 18-07-2021 - 13:41:15 , TIGER caged successfuly , username:mom , 
[Info] , 18-07-2021 - 13:41:15 , TIGER caged successfuly , username:mom , 
[Info] , 18-07-2021 - 13:41:16 , TIGER caged successfuly , username:mom , 
[Info] , 18-07-2021 - 13:41:16 , plant successfully , username:mom , 
[Info] , 18-07-2021 - 13:41:17 , plant successfully , username:mom , 
[Info] , 18-07-2021 - 13:41:17 , plant successfully , username:mom , 
[Info] , 18-07-2021 - 13:41:17 , plant successfully , username:mom , 
[Info] , 18-07-2021 - 13:41:18 , new WING created , username:mom , 
[Info] , 18-07-2021 - 13:41:18 , new WING created , username:mom , 
[Info] , 18-07-2021 - 13:41:18 , plant successfully , username:mom , 
[Error] , 18-07-2021 - 13:41:18 , plant Unsuccessfully! well is empty , username:mom , 
[Error] , 18-07-2021 - 13:41:18 , plant Unsuccessfully! well is empty , username:mom , 
[Info] , 18-07-2021 - 13:41:18 , well successfuly , username:mom , 
[Info] , 18-07-2021 - 13:41:19 , TIGER stored successfully , username:mom , 
[Info] , 18-07-2021 - 13:41:21 , WING stored successfully , username:mom , 
[Info] , 18-07-2021 - 13:41:21 , WING stored successfully , username:mom , 
[Info] , 18-07-2021 - 13:41:22 , TURKEY ate grass , username:mom , 
[Info] , 18-07-2021 - 13:41:25 , new WING created , username:mom , 
[Info] , 18-07-2021 - 13:41:25 , new WING created , username:mom , 
[Info] , 18-07-2021 - 13:41:25 , well is ready  , username:mom , 
[Info] , 18-07-2021 - 13:41:26 , plant successfully , username:mom , 
[Info] , 18-07-2021 - 13:41:26 , plant successfully , username:mom , 
[Info] , 18-07-2021 - 13:41:27 , WING stored successfully , username:mom , 
[Info] , 18-07-2021 - 13:41:28 , WING stored successfully , username:mom , 
[Info] , 18-07-2021 - 13:41:28 , plant successfully , username:mom , 
[Info] , 18-07-2021 - 13:41:29 , plant successfully , username:mom , 
[Info] , 18-07-2021 - 13:41:29 , TURKEY ate grass , username:mom , 
[Info] , 18-07-2021 - 13:41:32 , EGG POWDER PLANT build successfully , username:mom , 
[Info] , 18-07-2021 - 13:41:33 , HEN buy successfuly , username:mom , 
[Info] , 18-07-2021 - 13:41:33 , new WING created , username:mom , 
[Info] , 18-07-2021 - 13:41:33 , new WING created , username:mom , 
[Info] , 18-07-2021 - 13:41:33 , HEN buy successfuly , username:mom , 
[Info] , 18-07-2021 - 13:41:34 , WING stored successfully , username:mom , 
[Info] , 18-07-2021 - 13:41:35 , WING stored successfully , username:mom , 
[Info] , 18-07-2021 - 13:41:35 , TURKEY ate grass , username:mom , 
[Info] , 18-07-2021 - 13:41:35 , new EGG created , username:mom , 
[Info] , 18-07-2021 - 13:41:36 , EGG stored successfully , username:mom , 
[Info] , 18-07-2021 - 13:41:37 , new EGG created , username:mom , 
[Info] , 18-07-2021 - 13:41:38 , EGG stored successfully , username:mom , 
[Info] , 18-07-2021 - 13:41:39 , EGG POWDER PLANT upgrade successfully , username:mom , 
[Info] , 18-07-2021 - 13:41:39 , new WING created , username:mom , 
[Info] , 18-07-2021 - 13:41:39 , new WING created , username:mom , 
[Info] , 18-07-2021 - 13:41:39 , new EGG created , username:mom , 
[Info] , 18-07-2021 - 13:41:39 , EGG_POWDER_PLANT start work with 2 EGG , username:mom , 
[Info] , 18-07-2021 - 13:41:40 , EGG stored successfully , username:mom , 
[Info] , 18-07-2021 - 13:41:41 , HEN ate grass , username:mom , 
[Info] , 18-07-2021 - 13:41:41 , new EGG created , username:mom , 
[Info] , 18-07-2021 - 13:41:41 , WING stored successfully , username:mom , 
[Info] , 18-07-2021 - 13:41:43 , LION created , username:mom , 
[Info] , 18-07-2021 - 13:41:43 , HEN ate grass , username:mom , 
[Info] , 18-07-2021 - 13:41:43 , TURKEY ate grass , username:mom , 
[Info] , 18-07-2021 - 13:41:43 , new EGG created , username:mom , 
[Info] , 18-07-2021 - 13:41:43 , HEN disapeared with LION , username:mom , 
[Info] , 18-07-2021 - 13:41:43 , EGG stored successfully , username:mom , 
[Info] , 18-07-2021 - 13:41:44 , WING stored successfully , username:mom , 
[Info] , 18-07-2021 - 13:41:44 , LION caged successfuly , username:mom , 
[Info] , 18-07-2021 - 13:41:45 , LION caged successfuly , username:mom , 
[Info] , 18-07-2021 - 13:41:45 , LION caged successfuly , username:mom , 
[Info] , 18-07-2021 - 13:41:45 , new WING created , username:mom , 
[Info] , 18-07-2021 - 13:41:45 , new WING created , username:mom , 
[Info] , 18-07-2021 - 13:41:46 , WING stored successfully , username:mom , 
[Info] , 18-07-2021 - 13:41:47 , WING stored successfully , username:mom , 
[Info] , 18-07-2021 - 13:41:47 , new EGG created , username:mom , 
[Info] , 18-07-2021 - 13:41:47 , EGG_POWDER_PLANT produce POWDER , username:mom , 
[Info] , 18-07-2021 - 13:41:47 , EGG_POWDER_PLANT produce POWDER , level = 2 , username:mom , 
[Info] , 18-07-2021 - 13:41:47 , EGG stored successfully , username:mom , 
[Info] , 18-07-2021 - 13:41:48 , POWDER stored successfully , username:mom , 
[Error] , 18-07-2021 - 13:41:49 , EGG does not store! capacity is not enough , username:mom , 
[Error] , 18-07-2021 - 13:41:49 , POWDER does not store! capacity is not enough , username:mom , 
[Error] , 18-07-2021 - 13:41:49 , EGG does not store! capacity is not enough , username:mom , 
[Error] , 18-07-2021 - 13:41:49 , POWDER does not store! capacity is not enough , username:mom , 
[Error] , 18-07-2021 - 13:41:51 , POWDER does not store! capacity is not enough , username:mom , 
[Info] , 18-07-2021 - 13:41:51 , new WING created , username:mom , 
[Info] , 18-07-2021 - 13:41:51 , new WING created , username:mom , 
[Info] , 18-07-2021 - 13:41:51 , new EGG created , username:mom , 
[Info] , 18-07-2021 - 13:41:53 , 1 Tiger added to truck , username:mom , 
[Info] , 18-07-2021 - 13:41:55 , POWDER stored successfully , username:mom , 
[Info] , 18-07-2021 - 13:41:59 , level complete successfully , username:mom , 
[Info] , 18-07-2021 - 13:41:59 , game end in 19 Sec , username:mom , 
[Info] , 18-07-2021 - 13:41:59 , you win 200 prize , username:mom , 
[Info] , 18-07-2021 - 13:44:21 , BEAR created , username:mom , 
[Info] , 18-07-2021 - 13:44:22 , BEAR caged successfuly , username:mom , 
[Info] , 18-07-2021 - 13:44:22 , BEAR caged successfuly , username:mom , 
[Info] , 18-07-2021 - 13:44:23 , BEAR caged successfuly , username:mom , 
[Info] , 18-07-2021 - 13:44:23 , BEAR caged successfuly , username:mom , 
[Info] , 18-07-2021 - 13:44:23 , BEAR stored successfully , username:mom , 
[Info] , 18-07-2021 - 13:44:25 , 1 Bear added to truck , username:mom , 
[Info] , 18-07-2021 - 13:44:41 , LION created , username:mom , 
[Info] , 18-07-2021 - 13:44:43 , LION caged successfuly , username:mom , 
[Info] , 18-07-2021 - 13:44:44 , LION caged successfuly , username:mom , 
[Info] , 18-07-2021 - 13:44:44 , LION caged successfuly , username:mom , 
[Info] , 18-07-2021 - 13:44:46 , LION stored successfully , username:mom , 
[Info] , 18-07-2021 - 13:44:47 , truck comed back! it is ready , username:mom , 
[Info] , 18-07-2021 - 13:45:07 , 1 Lion added to truck , username:mom , 
[Info] , 18-07-2021 - 13:45:13 , HEN buy successfuly , username:mom , 
[Info] , 18-07-2021 - 13:45:13 , HEN buy successfuly , username:mom , 
[Info] , 18-07-2021 - 13:45:16 , new EGG created , username:mom , 
[Info] , 18-07-2021 - 13:45:16 , new EGG created , username:mom , 
[Info] , 18-07-2021 - 13:45:19 , EGG stored successfully , username:mom , 
[Info] , 18-07-2021 - 13:45:19 , EGG stored successfully , username:mom , 
